selection_rank,model_id,source_artifact_kind,symbol,timeframe,family,side,notional_fraction,monitoring_score_train_validation_only,train_return,validation_return,locked_oos_return,validation_mdd,train_trade_event_count,validation_trade_event_count,locked_oos_trade_event_count,train_return_per_turnover_proxy_bps,validation_return_per_turnover_proxy_bps,locked_oos_return_per_turnover_proxy_bps,max_abs_corr_to_prior_train_validation,max_abs_corr_to_prior_validation,nearest_prior_model_id_train_validation,correlation_decision,correlation_rejection_reasons,ready_for_paper,ready_for_real,real_money_execution
,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p025_x0p0_hold36_cool12_adx20_3p0x_0p1_c6f0bc78,alpha_zoo_debounced_efficiency_repair_discovery,SOLUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,short_only,0.30000000000000004,0.38704420307114784,0.14532414613021172,0.04546836899170814,0.03462599259440924,0.06379548777009991,206,49,20,23.515234001652377,30.930863259665397,57.70998765734873,0.819050213356564,0.7683364272999927,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.8191_above_0.70_to_debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d;validation_abs_corr_0.7683_above_0.75,False,False,False
9,debrepair_debounced_efficiency_repair_4h_solusdt_long_short_lb12_e0p02_x0p005_hold12_cool6_low_vol_q55_adx15_2p0x_0p15_de16b11e,alpha_zoo_debounced_efficiency_repair_discovery,SOLUSDT,4h,debounced_momentum_hysteresis_efficiency_repair,long_short,0.3,0.31097894206093607,0.07873517019257625,0.05234899000522142,0.023500458455606,0.09855487949646946,185,44,23,14.186517151815542,39.65832576153139,34.058635442907246,0.06727441876413526,0.04428624892389185,a30fb_voladj_trend_6h_solusdt_lb6_z1p5_hold8_cool2_adx20_low_vol_q75_3p0x_0p1_e295f93a,selected_corr_diversified_paper_monitor,,True,False,False
,debrepair_debounced_efficiency_repair_4h_solusdt_long_short_lb12_e0p02_x0p005_hold12_cool6_low_vol_q55_adx15_3p0x_0p1_a1f53df6,alpha_zoo_debounced_efficiency_repair_discovery,SOLUSDT,4h,debounced_momentum_hysteresis_efficiency_repair,long_short,0.30000000000000004,0.31097894206093396,0.07873517019257603,0.052348990005221196,0.023500458455606,0.09855487949646946,185,44,23,14.186517151815499,39.6583257615312,34.05863544290724,1.0,0.9999999999999999,debrepair_debounced_efficiency_repair_4h_solusdt_long_short_lb12_e0p02_x0p005_hold12_cool6_low_vol_q55_adx15_2p0x_0p15_de16b11e,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_1.0000_above_0.70_to_debrepair_debounced_efficiency_repair_4h_solusdt_long_short_lb12_e0p02_x0p005_hold12_cool6_low_vol_q55_adx15_2p0x_0p15_de16b11e;validation_abs_corr_1.0000_above_0.75,False,False,False
,a30fb_asset_diverse_residual_reclaim_2h_ethusdt_btcusdt_lb48_z1p0_hold6_2p0x_0p15_1a9aa250,alpha_zoo_asset_diverse_strategy_discovery,ETHUSDT,2h,relative_residual_reclaim,long_short,0.3,0.28920600580738604,0.10104665528018986,0.028751438541771535,0.02874583597543645,0.029501262906019843,184,32,26,18.305553492788018,29.949415147678682,36.85363586594417,0.9999999999999947,1.0,a30fb_asset_diverse_residual_reclaim_2h_ethusdt_btcusdt_lb48_z1p0_hold6_4p0x_0p125_fa49c5d5,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_1.0000_above_0.70_to_a30fb_asset_diverse_residual_reclaim_2h_ethusdt_btcusdt_lb48_z1p0_hold6_4p0x_0p125_fa49c5d5;validation_abs_corr_1.0000_above_0.75,False,False,False
,a30fb_asset_diverse_residual_reclaim_2h_ethusdt_btcusdt_lb48_z1p0_hold6_3p0x_0p1_06295c43,alpha_zoo_asset_diverse_strategy_discovery,ETHUSDT,2h,relative_residual_reclaim,long_short,0.30000000000000004,0.28920600580738604,0.10104665528018986,0.028751438541771535,0.028745835975436673,0.029501262906019843,184,32,26,18.305553492788015,29.94941514767868,36.85363586594445,0.9999999999999947,1.0,a30fb_asset_diverse_residual_reclaim_2h_ethusdt_btcusdt_lb48_z1p0_hold6_4p0x_0p125_fa49c5d5,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_1.0000_above_0.70_to_a30fb_asset_diverse_residual_reclaim_2h_ethusdt_btcusdt_lb48_z1p0_hold6_4p0x_0p125_fa49c5d5;validation_abs_corr_1.0000_above_0.75,False,False,False
,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p025_x0p0_hold36_cool0_none_4p0x_0p1_201de93a,alpha_zoo_debounced_efficiency_repair_discovery,SOLUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,short_only,0.4,0.28806226811874686,0.3441132580287112,0.04661349713844887,0.03855603049874201,0.11253451666179448,214,53,20,40.20014696597093,21.987498650211727,48.195038123427516,0.8824218321799127,0.8964662068341106,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.8824_above_0.70_to_debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d;validation_abs_corr_0.8965_above_0.75,False,False,False
10,a30fb_voladj_trend_4h_trxusdt_lb6_z1p5_hold12_cool2_adx15_3p0x_0p15_cca555d7,alpha_zoo_30m_plus_alpha_feedback_discovery,TRXUSDT,4h,volatility_adjusted_trend_persistence,long_short,0.44999999999999996,0.26622176740667336,0.1349142742436873,0.029576296641619093,0.011824956187697966,0.02420577956060277,199,52,25,15.065803935643471,12.63944300923893,10.511072166842638,0.06504600350027724,0.12919140616981334,debrepair_debounced_efficiency_repair_4h_solusdt_long_short_lb12_e0p02_x0p005_hold12_cool6_low_vol_q55_adx15_2p0x_0p15_de16b11e,selected_corr_diversified_paper_monitor,,True,False,False
,a30fb_voladj_trend_4h_trxusdt_lb6_z1p5_hold12_cool2_none_3p0x_0p15_c555caef,alpha_zoo_30m_plus_alpha_feedback_discovery,TRXUSDT,4h,volatility_adjusted_trend_persistence,long_short,0.44999999999999996,0.26622176740667336,0.13277671699059757,0.029576296641619093,0.011824956187697966,0.02420577956060277,199,52,25,14.827104074885266,12.63944300923893,10.511072166842638,0.9926004641950482,1.0,a30fb_voladj_trend_4h_trxusdt_lb6_z1p5_hold12_cool2_adx15_3p0x_0p15_cca555d7,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.9926_above_0.70_to_a30fb_voladj_trend_4h_trxusdt_lb6_z1p5_hold12_cool2_adx15_3p0x_0p15_cca555d7;validation_abs_corr_1.0000_above_0.75,False,False,False
,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p025_x0p0_hold36_cool0_none_2p0x_0p15_a1ef52d6,alpha_zoo_debounced_efficiency_repair_discovery,SOLUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,short_only,0.3,0.26175196546194257,0.25651303500987455,0.035957019551870584,0.02894652053697211,0.08515368782844102,214,53,20,39.95530140340725,22.614477705578985,48.244200894953515,0.8824218321799098,0.89646620683411,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.8824_above_0.70_to_debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d;validation_abs_corr_0.8965_above_0.75,False,False,False
,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p025_x0p0_hold36_cool0_none_3p0x_0p1_30da0500,alpha_zoo_debounced_efficiency_repair_discovery,SOLUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,short_only,0.30000000000000004,0.2617519654619425,0.256513035009875,0.035957019551870584,0.02894652053697233,0.08515368782844102,214,53,20,39.95530140340732,22.614477705578977,48.24420089495388,0.8824218321799097,0.8964662068341099,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.8824_above_0.70_to_debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d;validation_abs_corr_0.8965_above_0.75,False,False,False
,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p025_x0p0_hold36_cool6_none_2p0x_0p15_07e37c9b,alpha_zoo_debounced_efficiency_repair_discovery,SOLUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,short_only,0.3,0.14213208481117154,0.24144180770233992,0.025721843407625844,0.02894652053697211,0.08256553124090471,212,53,20,37.96254838087106,16.177260004796132,48.244200894953515,0.8693763959998978,0.8799992938782302,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.8694_above_0.70_to_debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d;validation_abs_corr_0.8800_above_0.75,False,False,False
,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p025_x0p0_hold36_cool6_none_3p0x_0p1_525696af,alpha_zoo_debounced_efficiency_repair_discovery,SOLUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,short_only,0.30000000000000004,0.14213208481117148,0.24144180770234014,0.025721843407625844,0.02894652053697233,0.08256553124090471,212,53,20,37.96254838087109,16.17726000479613,48.24420089495388,0.8693763959998978,0.8799992938782302,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.8694_above_0.70_to_debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d;validation_abs_corr_0.8800_above_0.75,False,False,False
,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p025_x0p0_hold36_cool6_none_4p0x_0p1_9ab9dfa7,alpha_zoo_debounced_efficiency_repair_discovery,SOLUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,short_only,0.4,0.14191882632380123,0.3228256715093938,0.03289805442589189,0.03855603049874201,0.10917930521130825,212,53,20,38.069065036485114,15.517950200892399,48.195038123427516,0.8693763959998921,0.8799992938782308,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.8694_above_0.70_to_debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d;validation_abs_corr_0.8800_above_0.75,False,False,False
11,debrepair_debounced_efficiency_repair_1h_ethusdt_short_only_lb6_e0p02_x0p005_hold18_cool12_adx20_4p0x_0p1_7117e59a,alpha_zoo_debounced_efficiency_repair_discovery,ETHUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,short_only,0.4,0.12290827145357654,0.21012903766465474,0.03131647839093943,0.01041967999647686,0.09689329973094496,282,70,26,18.628460785873646,11.184456568192653,10.018923073535442,0.5491250100531607,0.5937516021397986,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb6_e0p02_x0p005_hold12_cool6_none_4p0x_0p1_b27a86b8,selected_corr_diversified_paper_monitor,,True,False,False
,debrepair_debounced_efficiency_repair_1h_ethusdt_short_only_lb6_e0p02_x0p005_hold18_cool12_adx20_3p0x_0p1_6f810d7a,alpha_zoo_debounced_efficiency_repair_discovery,ETHUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,short_only,0.30000000000000004,0.11408596779893072,0.15726302602926046,0.024086038622170847,0.007881605040545914,0.07333297792599713,282,70,26,18.589010168943314,11.469542201033734,10.104621846853735,1.0,1.0,debrepair_debounced_efficiency_repair_1h_ethusdt_short_only_lb6_e0p02_x0p005_hold18_cool12_adx20_4p0x_0p1_7117e59a,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_1.0000_above_0.70_to_debrepair_debounced_efficiency_repair_1h_ethusdt_short_only_lb6_e0p02_x0p005_hold18_cool12_adx20_4p0x_0p1_7117e59a;validation_abs_corr_1.0000_above_0.75,False,False,False
,debrepair_debounced_efficiency_repair_1h_ethusdt_short_only_lb6_e0p02_x0p005_hold18_cool12_adx20_2p0x_0p15_1bb7d246,alpha_zoo_debounced_efficiency_repair_discovery,ETHUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,short_only,0.3,0.11408596779892873,0.15726302602926112,0.024086038622170625,0.007881605040545914,0.07333297792599691,282,70,26,18.589010168943396,11.469542201033631,10.104621846853735,1.0,1.0,debrepair_debounced_efficiency_repair_1h_ethusdt_short_only_lb6_e0p02_x0p005_hold18_cool12_adx20_4p0x_0p1_7117e59a,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_1.0000_above_0.70_to_debrepair_debounced_efficiency_repair_1h_ethusdt_short_only_lb6_e0p02_x0p005_hold18_cool12_adx20_4p0x_0p1_7117e59a;validation_abs_corr_1.0000_above_0.75,False,False,False
