decision_rank,model_id,decision,family,symbol,timeframe,train_return,validation_return,locked_oos_return,ready_for_paper,ready_for_real,real_money_execution,rejection_reasons,asset_group,universe_role,cross_asset_inputs,asset_diverse_train_validation_score,validation_first_half_return,validation_second_half_return,validation_min_half_return
45,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top1_mom0p005_breadth0p4_adx12p0_trail2p0_hold18_4p0x_0p125_05373f20,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.701169647111864,0.24815257525218604,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",2.5135986637044048,0.16843109822385394,0.06822950634360492,0.06822950634360492
46,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top1_mom0p005_breadth0p4_adx12p0_trail2p0_hold18_5p0x_0p1_de9b2da1,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.701169647111864,0.24815257525218604,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",2.5135986637044048,0.16843109822385394,0.06822950634360492,0.06822950634360492
47,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top2_mom0p005_breadth0p4_adx12p0_trail2p0_hold18_4p0x_0p125_a437ed5c,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.701169647111864,0.24815257525218604,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",2.5135986637044048,0.16843109822385394,0.06822950634360492,0.06822950634360492
48,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top2_mom0p005_breadth0p4_adx12p0_trail2p0_hold18_5p0x_0p1_26a40ead,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.701169647111864,0.24815257525218604,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",2.5135986637044048,0.16843109822385394,0.06822950634360492,0.06822950634360492
49,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top1_mom0p005_breadth0p4_adx18p0_trail3p0_hold18_4p0x_0p125_4db8fafb,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.6315103519568546,0.24815257525218604,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",2.504668976080992,0.16843109822385394,0.06822950634360492,0.06822950634360492
50,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top1_mom0p005_breadth0p4_adx18p0_trail3p0_hold18_5p0x_0p1_2b614c7d,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.6315103519568546,0.24815257525218604,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",2.504668976080992,0.16843109822385394,0.06822950634360492,0.06822950634360492
51,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top2_mom0p005_breadth0p4_adx18p0_trail3p0_hold18_4p0x_0p125_5a7585f5,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.6315103519568546,0.24815257525218604,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",2.504668976080992,0.16843109822385394,0.06822950634360492,0.06822950634360492
52,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top2_mom0p005_breadth0p4_adx18p0_trail3p0_hold18_5p0x_0p1_c75c22da,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.6315103519568546,0.24815257525218604,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",2.504668976080992,0.16843109822385394,0.06822950634360492,0.06822950634360492
53,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top1_mom0p005_breadth0p4_adx12p0_trail3p0_hold18_4p0x_0p125_4c4654b8,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.6306103481688867,0.24815257525218604,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",2.5039237289802885,0.16843109822385394,0.06822950634360492,0.06822950634360492
54,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top1_mom0p005_breadth0p4_adx12p0_trail3p0_hold18_5p0x_0p1_bfbd1871,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.6306103481688867,0.24815257525218604,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",2.5039237289802885,0.16843109822385394,0.06822950634360492,0.06822950634360492
55,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top2_mom0p005_breadth0p4_adx12p0_trail3p0_hold18_4p0x_0p125_539ec74b,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.6306103481688867,0.24815257525218604,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",2.5039237289802885,0.16843109822385394,0.06822950634360492,0.06822950634360492
56,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top2_mom0p005_breadth0p4_adx12p0_trail3p0_hold18_5p0x_0p1_115ae328,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.6306103481688867,0.24815257525218604,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",2.5039237289802885,0.16843109822385394,0.06822950634360492,0.06822950634360492
57,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top1_mom0p015_breadth0p4_adx18p0_trail2p0_hold18_4p0x_0p125_a4f536f5,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.23795266978325813,0.2664674248269061,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;train_return_below_validation_return;train_validation_return_ratio_0.8930_below_1.00;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_9.170_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",2.442952564484149,0.1609455297166391,0.09089306294673594,0.09089306294673594
58,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top1_mom0p015_breadth0p4_adx18p0_trail2p0_hold18_5p0x_0p1_b9faa888,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.23795266978325813,0.2664674248269061,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;train_return_below_validation_return;train_validation_return_ratio_0.8930_below_1.00;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_9.170_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",2.442952564484149,0.1609455297166391,0.09089306294673594,0.09089306294673594
59,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top2_mom0p015_breadth0p4_adx18p0_trail2p0_hold18_4p0x_0p125_c580e772,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.23795266978325813,0.2664674248269061,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;train_return_below_validation_return;train_validation_return_ratio_0.8930_below_1.00;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_9.170_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",2.442952564484149,0.1609455297166391,0.09089306294673594,0.09089306294673594
60,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top2_mom0p015_breadth0p4_adx18p0_trail2p0_hold18_5p0x_0p1_e3537236,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.23795266978325813,0.2664674248269061,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;train_return_below_validation_return;train_validation_return_ratio_0.8930_below_1.00;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_9.170_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",2.442952564484149,0.1609455297166391,0.09089306294673594,0.09089306294673594
61,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top1_mom0p015_breadth0p6_adx12p0_trail2p0_hold18_4p0x_0p125_0b3162b8,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.43132754463946155,0.232904930959013,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.6, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",2.418741564318294,0.13744205477807592,0.08392768297947395,0.08392768297947395
