decision_rank,decision,status,model_id,candidate_name,ready_for_paper,ready_for_real,real_money_execution,validation_return,train_return,locked_oos_return,train_trade_event_count,validation_trade_event_count,locked_oos_trade_event_count,replay_live_notional_parity,rejection_reasons
64,no_promotion,reject_or_quarantine,fresh_tv10_filter_abs_score_ge_1p5_alpha_zoo_conservative_exit_carry_forward_old_split_selected_6p0x_0p125alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,False,False,False,0.19231194941198448,0.05206904998058137,-0.029863887006076006,476,103,56,True,train_validation_return_ratio_0.2708_below_0.50;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed
65,no_promotion,reject_or_quarantine,fresh_tv10_filter_abs_score_ge_1p5_alpha_zoo_conservative_exit_carry_forward_old_split_selected_5p0x_0p15alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,False,False,False,0.19231194941198448,0.05206904998058137,-0.029863887006076006,476,103,56,True,train_validation_return_ratio_0.2708_below_0.50;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed
66,no_promotion,reject_or_quarantine,fresh_tv10_filter_abs_score_ge_1p5_alpha_zoo_conservative_exit_6p0x_0p125alloc,alpha_zoo_conservative_exit,False,False,False,0.19231194941198448,0.05206904998058137,-0.029863887006076006,476,103,56,True,train_validation_return_ratio_0.2708_below_0.50;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed
67,no_promotion,reject_or_quarantine,fresh_tv10_filter_abs_score_ge_1p5_alpha_zoo_conservative_exit_5p0x_0p15alloc,alpha_zoo_conservative_exit,False,False,False,0.19231194941198448,0.05206904998058137,-0.029863887006076006,476,103,56,True,train_validation_return_ratio_0.2708_below_0.50;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed
68,no_promotion,shadow_only_thin_sample,fresh_tv10_filter_symbol_eth_usdt_abs_score_ge_2_alpha_zoo_high_confidence_single_pair_7p0x_0p175alloc,alpha_zoo_high_confidence_single_pair,False,False,False,0.02822648245563686,0.3032189806936567,0.0043030058754987,45,8,8,True,train_trade_event_count_45_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_8_below_20;primary_10bps_promotion_gate_failed
69,no_promotion,shadow_only_thin_sample,fresh_tv10_filter_symbol_eth_usdt_abs_score_ge_2_alpha_zoo_high_confidence_single_pair_6p0x_0p2alloc,alpha_zoo_high_confidence_single_pair,False,False,False,0.02764932414212562,0.2968986936396605,0.004230841467078861,45,8,8,True,train_trade_event_count_45_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_8_below_20;primary_10bps_promotion_gate_failed
70,no_promotion,shadow_only_thin_sample,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_carry_forward_old_split_selected_7p0x_0p1alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,False,False,False,0.050522735702561716,0.1663529027542454,-0.0015022097499338694,42,8,1,True,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed
71,no_promotion,shadow_only_thin_sample,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_7p0x_0p1alloc,alpha_zoo_conservative_exit,False,False,False,0.050522735702561716,0.1663529027542454,-0.0015022097499338694,42,8,1,True,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed
72,no_promotion,shadow_only_thin_sample,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_carry_forward_old_split_selected_3p0x_0p175alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,False,False,False,0.03790541022974048,0.2112931094561492,-0.0011266573124504298,42,8,1,True,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed
73,no_promotion,shadow_only_thin_sample,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_3p0x_0p175alloc,alpha_zoo_conservative_exit,False,False,False,0.03790541022974048,0.2112931094561492,-0.0011266573124504298,42,8,1,True,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed
74,no_promotion,reject_or_quarantine,fresh_tv10_filter_abs_score_ge_1p5_alpha_zoo_conservative_exit_carry_forward_old_split_selected_4p0x_0p175alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,False,False,False,0.17896715133639396,0.05158851245410512,-0.02779317719932939,476,103,56,True,train_validation_return_ratio_0.2883_below_0.50;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed
75,no_promotion,reject_or_quarantine,fresh_tv10_filter_abs_score_ge_1p5_alpha_zoo_conservative_exit_4p0x_0p175alloc,alpha_zoo_conservative_exit,False,False,False,0.17896715133639396,0.05158851245410512,-0.02779317719932939,476,103,56,True,train_validation_return_ratio_0.2883_below_0.50;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed
76,no_promotion,shadow_only_thin_sample,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_carry_forward_old_split_selected_5p0x_0p1alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,False,False,False,0.03610212697733961,0.20052266550095488,-0.0010730069642385098,42,8,1,True,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed
77,no_promotion,shadow_only_thin_sample,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_carry_forward_old_split_selected_4p0x_0p125alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,False,False,False,0.03610212697733961,0.20052266550095488,-0.0010730069642385098,42,8,1,True,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed
78,no_promotion,shadow_only_thin_sample,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_5p0x_0p1alloc,alpha_zoo_conservative_exit,False,False,False,0.03610212697733961,0.20052266550095488,-0.0010730069642385098,42,8,1,True,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed
79,no_promotion,shadow_only_thin_sample,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_4p0x_0p125alloc,alpha_zoo_conservative_exit,False,False,False,0.03610212697733961,0.20052266550095488,-0.0010730069642385098,42,8,1,True,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed
80,no_promotion,shadow_only_thin_sample,fresh_tv10_filter_symbol_bnb_usdt_abs_score_ge_2_alpha_zoo_range_sweep_blend_7p0x_0p175alloc,alpha_zoo_range_sweep_blend,False,False,False,0.13494312594029112,0.09606531924818063,-0.017993776610874646,66,14,10,True,train_trade_event_count_66_below_80;validation_trade_event_count_14_below_30;locked_oos_trade_event_count_10_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed
81,no_promotion,shadow_only_thin_sample,fresh_tv10_filter_symbol_eth_usdt_abs_score_ge_2_alpha_zoo_high_confidence_single_pair_7p0x_0p15alloc,alpha_zoo_high_confidence_single_pair,False,False,False,0.024187289576493187,0.2590118893325932,0.003784194955747777,45,8,8,True,train_trade_event_count_45_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_8_below_20;primary_10bps_promotion_gate_failed
82,no_promotion,shadow_only_thin_sample,fresh_tv10_filter_symbol_eth_usdt_abs_score_ge_2_alpha_zoo_high_confidence_single_pair_6p0x_0p175alloc,alpha_zoo_high_confidence_single_pair,False,False,False,0.024187289576493187,0.25901188933259256,0.003784194955747777,45,8,8,True,train_trade_event_count_45_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_8_below_20;primary_10bps_promotion_gate_failed
83,no_promotion,shadow_only_thin_sample,fresh_tv10_filter_symbol_bnb_usdt_abs_score_ge_1p5_alpha_zoo_conservative_exit_carry_forward_old_split_selected_9p0x_0p125alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,False,False,False,0.13101215359045804,0.09718857670445247,-0.03346031687530693,108,16,15,True,validation_trade_event_count_16_below_30;locked_oos_trade_event_count_15_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed
84,no_promotion,shadow_only_thin_sample,fresh_tv10_filter_symbol_bnb_usdt_abs_score_ge_1p5_alpha_zoo_conservative_exit_9p0x_0p125alloc,alpha_zoo_conservative_exit,False,False,False,0.13101215359045804,0.09718857670445247,-0.03346031687530693,108,16,15,True,validation_trade_event_count_16_below_30;locked_oos_trade_event_count_15_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed
85,no_promotion,shadow_only_thin_sample,fresh_tv10_filter_symbol_bnb_usdt_abs_score_ge_2_alpha_zoo_range_sweep_blend_6p0x_0p2alloc,alpha_zoo_range_sweep_blend,False,False,False,0.13205630121945044,0.09417617669980038,-0.01762451756503225,66,14,10,True,train_trade_event_count_66_below_80;validation_trade_event_count_14_below_30;locked_oos_trade_event_count_10_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed
86,no_promotion,shadow_only_thin_sample,fresh_tv10_filter_symbol_eth_usdt_abs_score_ge_2_alpha_zoo_high_confidence_single_pair_5p0x_0p2alloc,alpha_zoo_high_confidence_single_pair,False,False,False,0.02303363115822865,0.2464034378701192,0.003630105966579533,45,8,8,True,train_trade_event_count_45_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_8_below_20;primary_10bps_promotion_gate_failed
87,no_promotion,shadow_only_thin_sample,fresh_tv10_filter_symbol_bnb_usdt_abs_score_ge_1p5_alpha_zoo_conservative_exit_carry_forward_old_split_selected_11p0x_0p1alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,False,False,False,0.1279896444081794,0.09523463967946122,-0.032721321388984204,108,16,15,True,validation_trade_event_count_16_below_30;locked_oos_trade_event_count_15_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed
88,no_promotion,shadow_only_thin_sample,fresh_tv10_filter_symbol_bnb_usdt_abs_score_ge_1p5_alpha_zoo_conservative_exit_11p0x_0p1alloc,alpha_zoo_conservative_exit,False,False,False,0.1279896444081794,0.09523463967946122,-0.032721321388984204,108,16,15,True,validation_trade_event_count_16_below_30;locked_oos_trade_event_count_15_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed
89,no_promotion,shadow_only_thin_sample,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_carry_forward_old_split_selected_6p0x_0p075alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,False,False,False,0.03249498465902212,0.17919983203922518,-0.00096570626781467,42,8,1,True,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed
90,no_promotion,shadow_only_thin_sample,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_carry_forward_old_split_selected_3p0x_0p15alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,False,False,False,0.03249498465902212,0.17919983203922518,-0.00096570626781467,42,8,1,True,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed
91,no_promotion,shadow_only_thin_sample,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_6p0x_0p075alloc,alpha_zoo_conservative_exit,False,False,False,0.03249498465902212,0.17919983203922518,-0.00096570626781467,42,8,1,True,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed
92,no_promotion,shadow_only_thin_sample,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_3p0x_0p15alloc,alpha_zoo_conservative_exit,False,False,False,0.03249498465902212,0.17919983203922518,-0.00096570626781467,42,8,1,True,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed
93,no_promotion,shadow_only_thin_sample,fresh_tv10_filter_symbol_eth_usdt_abs_score_ge_2_alpha_zoo_high_confidence_single_pair_6p0x_0p15alloc,alpha_zoo_high_confidence_single_pair,False,False,False,0.020726852792323447,0.22123123603023065,0.003314111846650425,45,8,8,True,train_trade_event_count_45_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_8_below_20;primary_10bps_promotion_gate_failed
94,no_promotion,shadow_only_thin_sample,fresh_tv10_filter_symbol_bnb_usdt_abs_score_ge_1p5_alpha_zoo_conservative_exit_carry_forward_old_split_selected_7p0x_0p15alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,False,False,False,0.12195989345526548,0.09129617638114174,-0.031242693501600582,108,16,15,True,validation_trade_event_count_16_below_30;locked_oos_trade_event_count_15_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed
95,no_promotion,shadow_only_thin_sample,fresh_tv10_filter_symbol_bnb_usdt_abs_score_ge_1p5_alpha_zoo_conservative_exit_7p0x_0p15alloc,alpha_zoo_conservative_exit,False,False,False,0.12195989345526548,0.09129617638114174,-0.031242693501600582,108,16,15,True,validation_trade_event_count_16_below_30;locked_oos_trade_event_count_15_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed
96,no_promotion,shadow_only_thin_sample,fresh_tv10_filter_symbol_bnb_usdt_abs_score_ge_1p5_alpha_zoo_conservative_exit_carry_forward_old_split_selected_6p0x_0p175alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,False,False,False,0.12195989345526526,0.09129617638114174,-0.031242693501600582,108,16,15,True,validation_trade_event_count_16_below_30;locked_oos_trade_event_count_15_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed
97,no_promotion,shadow_only_thin_sample,fresh_tv10_filter_symbol_bnb_usdt_abs_score_ge_1p5_alpha_zoo_conservative_exit_6p0x_0p175alloc,alpha_zoo_conservative_exit,False,False,False,0.12195989345526526,0.09129617638114174,-0.031242693501600582,108,16,15,True,validation_trade_event_count_16_below_30;locked_oos_trade_event_count_15_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed
98,no_promotion,shadow_only_thin_sample,fresh_tv10_filter_symbol_eth_usdt_abs_score_ge_2_alpha_zoo_high_confidence_single_pair_7p0x_0p125alloc,alpha_zoo_high_confidence_single_pair,False,False,False,0.020150271452443747,0.21494914983709146,0.0032334842423042964,45,8,8,True,train_trade_event_count_45_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_8_below_20;primary_10bps_promotion_gate_failed
99,no_promotion,shadow_only_thin_sample,fresh_tv10_filter_symbol_eth_usdt_abs_score_ge_2_alpha_zoo_high_confidence_single_pair_5p0x_0p175alloc,alpha_zoo_high_confidence_single_pair,False,False,False,0.020150271452443747,0.21494914983709146,0.0032334842423042964,45,8,8,True,train_trade_event_count_45_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_8_below_20;primary_10bps_promotion_gate_failed
100,no_promotion,shadow_only_thin_sample,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_carry_forward_old_split_selected_7p0x_0p075alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,False,False,False,0.03790541022974048,0.12513334793034403,-0.0011266573124504298,42,8,1,True,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed
101,no_promotion,shadow_only_thin_sample,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_7p0x_0p075alloc,alpha_zoo_conservative_exit,False,False,False,0.03790541022974048,0.12513334793034403,-0.0011266573124504298,42,8,1,True,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed
102,no_promotion,reject_or_quarantine,fresh_tv10_filter_abs_score_ge_1p5_alpha_zoo_quality_single_pair_7p0x_0p2alloc,alpha_zoo_quality_single_pair,False,False,False,0.004724291764729438,0.456915810382841,0.01838205310269525,405,86,53,True,validation_return_0.0047_below_0.02;validation_mdd_0.1491_above_0.12
103,no_promotion,shadow_only_thin_sample,fresh_tv10_filter_side_long_symbol_bnb_usdt_abs_score_ge_2_alpha_zoo_range_sweep_blend_7p0x_0p175alloc,alpha_zoo_range_sweep_blend,False,False,False,0.056621351924249996,0.09881665787765259,0.0005870004896633141,36,7,5,True,train_trade_event_count_36_below_80;validation_trade_event_count_7_below_30;locked_oos_trade_event_count_5_below_20;primary_10bps_promotion_gate_failed
104,no_promotion,shadow_only_thin_sample,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_carry_forward_old_split_selected_4p0x_0p1alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,False,False,False,0.0288870948606903,0.15816574413773776,-0.0008584055713908301,42,8,1,True,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed
105,no_promotion,shadow_only_thin_sample,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_carry_forward_old_split_selected_2p0x_0p2alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,False,False,False,0.0288870948606903,0.15816574413773776,-0.0008584055713908301,42,8,1,True,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed
106,no_promotion,shadow_only_thin_sample,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_4p0x_0p1alloc,alpha_zoo_conservative_exit,False,False,False,0.0288870948606903,0.15816574413773776,-0.0008584055713908301,42,8,1,True,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed
107,no_promotion,shadow_only_thin_sample,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_2p0x_0p2alloc,alpha_zoo_conservative_exit,False,False,False,0.0288870948606903,0.15816574413773776,-0.0008584055713908301,42,8,1,True,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed
108,no_promotion,reject_or_quarantine,fresh_tv10_filter_abs_score_ge_1p5_alpha_zoo_conservative_exit_carry_forward_old_split_selected_5p0x_0p125alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,False,False,False,0.1590848205113926,0.05005015361318299,-0.024707369184912453,476,103,56,True,train_validation_return_ratio_0.3146_below_0.50;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed
109,no_promotion,reject_or_quarantine,fresh_tv10_filter_abs_score_ge_1p5_alpha_zoo_conservative_exit_5p0x_0p125alloc,alpha_zoo_conservative_exit,False,False,False,0.1590848205113926,0.05005015361318299,-0.024707369184912453,476,103,56,True,train_validation_return_ratio_0.3146_below_0.50;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed
110,no_promotion,shadow_only_thin_sample,fresh_tv10_filter_side_long_symbol_bnb_usdt_abs_score_ge_2_alpha_zoo_range_sweep_blend_6p0x_0p2alloc,alpha_zoo_range_sweep_blend,False,False,False,0.05545033619338402,0.09677798167411034,0.0005779253023820985,36,7,5,True,train_trade_event_count_36_below_80;validation_trade_event_count_7_below_30;locked_oos_trade_event_count_5_below_20;primary_10bps_promotion_gate_failed
111,no_promotion,reject_or_quarantine,fresh_tv10_filter_abs_score_ge_1p5_alpha_zoo_quality_single_pair_7p0x_0p175alloc,alpha_zoo_quality_single_pair,False,False,False,0.0055326884968947,0.4107111658372702,0.017061480665671036,405,86,53,True,validation_return_0.0055_below_0.02;validation_mdd_0.1315_above_0.12
112,no_promotion,reject_or_quarantine,fresh_tv10_filter_abs_score_ge_1p5_alpha_zoo_quality_single_pair_6p0x_0p2alloc,alpha_zoo_quality_single_pair,False,False,False,0.005615638424664615,0.403752335563754,0.016850218726474075,405,86,53,True,validation_return_0.0056_below_0.02;validation_mdd_0.1290_above_0.12
113,no_promotion,shadow_only_thin_sample,fresh_tv10_filter_symbol_eth_usdt_abs_score_ge_2_alpha_zoo_high_confidence_single_pair_4p0x_0p2alloc,alpha_zoo_high_confidence_single_pair,False,False,False,0.018420802169804462,0.19613363643990334,0.00298768971420893,45,8,8,True,train_trade_event_count_45_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_8_below_20;validation_return_0.0184_below_0.02;primary_10bps_promotion_gate_failed
114,no_promotion,shadow_only_thin_sample,fresh_tv10_filter_symbol_bnb_usdt_abs_score_ge_1p5_alpha_zoo_conservative_exit_carry_forward_old_split_selected_8p0x_0p125alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,False,False,False,0.11595048157863652,0.08731731077516924,-0.029763218602754882,108,16,15,True,validation_trade_event_count_16_below_30;locked_oos_trade_event_count_15_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed
115,no_promotion,shadow_only_thin_sample,fresh_tv10_filter_symbol_bnb_usdt_abs_score_ge_1p5_alpha_zoo_conservative_exit_carry_forward_old_split_selected_5p0x_0p2alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,False,False,False,0.11595048157863652,0.08731731077516924,-0.029763218602754882,108,16,15,True,validation_trade_event_count_16_below_30;locked_oos_trade_event_count_15_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed
116,no_promotion,shadow_only_thin_sample,fresh_tv10_filter_symbol_bnb_usdt_abs_score_ge_1p5_alpha_zoo_conservative_exit_carry_forward_old_split_selected_10p0x_0p1alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,False,False,False,0.11595048157863652,0.08731731077516924,-0.029763218602754882,108,16,15,True,validation_trade_event_count_16_below_30;locked_oos_trade_event_count_15_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed
117,no_promotion,shadow_only_thin_sample,fresh_tv10_filter_symbol_bnb_usdt_abs_score_ge_1p5_alpha_zoo_conservative_exit_8p0x_0p125alloc,alpha_zoo_conservative_exit,False,False,False,0.11595048157863652,0.08731731077516924,-0.029763218602754882,108,16,15,True,validation_trade_event_count_16_below_30;locked_oos_trade_event_count_15_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed
118,no_promotion,shadow_only_thin_sample,fresh_tv10_filter_symbol_bnb_usdt_abs_score_ge_1p5_alpha_zoo_conservative_exit_5p0x_0p2alloc,alpha_zoo_conservative_exit,False,False,False,0.11595048157863652,0.08731731077516924,-0.029763218602754882,108,16,15,True,validation_trade_event_count_16_below_30;locked_oos_trade_event_count_15_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed
119,no_promotion,shadow_only_thin_sample,fresh_tv10_filter_symbol_bnb_usdt_abs_score_ge_1p5_alpha_zoo_conservative_exit_10p0x_0p1alloc,alpha_zoo_conservative_exit,False,False,False,0.11595048157863652,0.08731731077516924,-0.029763218602754882,108,16,15,True,validation_trade_event_count_16_below_30;locked_oos_trade_event_count_15_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed
120,no_promotion,shadow_only_thin_sample,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_carry_forward_old_split_selected_5p0x_0p075alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,False,False,False,0.02708287726849834,0.14775623141234684,-0.0008047552231789101,42,8,1,True,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed
