decision_rank,model_id,decision,family,symbol,timeframe,train_return,validation_return,locked_oos_return,ready_for_paper,ready_for_real,real_money_execution,rejection_reasons,booster_train_validation_score,validation_first_half_return,validation_second_half_return,validation_min_half_return,booster_target_gate_pass,booster_target_reasons
47,a30fb_booster_rs_chandelier_1h_solusdt_lb36_atr0p5_rel0p005_trail3p0_hold18_4p0x_0p15_c3ebaa7e,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,1h,0.1628249755648996,0.27044037747443017,-0.08232528139216644,False,False,False,train_return_below_validation_return;train_validation_return_ratio_0.6021_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-59.656_not_above_10.000,1.7737859979699102,0.114620925974382,0.13979591434983374,0.114620925974382,False,locked_oos_return_-0.0823_below_preferred_0.03;train_rpt_12.801_below_preferred_20bps;locked_oos_rpt_-59.656_below_preferred_20bps
48,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p15_eef5f606,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,2h,0.4468913744831069,0.19364176922098064,0.050435312131373866,False,False,False,validation_mdd_0.1292_above_0.12,1.7713208164800893,0.231278048148718,-0.030566839865558304,-0.030566839865558304,False,validation_mdd_0.1292_above_preferred_0.10;validation_min_half_return_-0.0306_below_0
49,a30fb_booster_mh_consensus_2h_bnbusdt_s6_l24_thr0p005_adx24p0_hold18_cool2_4p0x_0p15_0accace7,no_promotion_shadow_or_reject,multi_horizon_consensus_momentum,BNBUSDT,2h,0.3419958021510463,0.19702621952309185,-0.07914617747482522,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-35.651_not_above_10.000,1.7710885554066005,0.24083944843730865,-0.03530934559615562,-0.03530934559615562,False,locked_oos_return_-0.0791_below_preferred_0.03;validation_min_half_return_-0.0353_below_0;locked_oos_rpt_-35.651_below_preferred_20bps
50,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p5_rel0p005_trail3p0_hold18_4p0x_0p15_1132880c,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,2h,0.25321556486253205,0.1620176104359179,-0.1488135657142775,False,False,False,locked_oos_trade_event_count_18_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-137.790_not_above_10.000,1.7706990371764673,0.09569359635550923,0.0605315339078516,0.0605315339078516,False,locked_oos_return_-0.1488_below_preferred_0.03;locked_oos_trade_event_count_18_below_20;locked_oos_rpt_-137.790_below_preferred_20bps
51,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail2p0_hold18_4p0x_0p15_dd9ad056,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,2h,0.41993427300317343,0.19364176922098064,0.050435312131373866,False,False,False,validation_mdd_0.1292_above_0.12,1.7629463851619411,0.231278048148718,-0.030566839865558304,-0.030566839865558304,False,validation_mdd_0.1292_above_preferred_0.10;validation_min_half_return_-0.0306_below_0
52,a30fb_booster_mh_consensus_1h_ethusdt_s12_l36_thr0p005_adx12p0_hold18_cool2_4p0x_0p15_56533137,no_promotion_shadow_or_reject,multi_horizon_consensus_momentum,ETHUSDT,1h,0.4165953082519631,0.24114105365282046,-0.0488536290463597,False,False,False,validation_mdd_0.1567_above_0.12;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-14.038_not_above_10.000,1.7368078699276839,0.3491538401329888,-0.08005965166250029,-0.08005965166250029,False,locked_oos_return_-0.0489_below_preferred_0.03;validation_mdd_0.1567_above_preferred_0.10;validation_min_half_return_-0.0801_below_0;train_rpt_14.435_below_preferred_20bps;locked_oos_rpt_-14.038_below_preferred_20bps
53,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p015_trail3p0_hold18_3p0x_0p15_f421fbf5,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,2h,0.22960653472024983,0.1554512121603162,0.02299997299159684,False,False,False,locked_oos_trade_event_count_15_below_20,1.7269689469303169,0.13485650079802847,0.018147414539023687,0.018147414539023687,False,locked_oos_return_0.0230_below_preferred_0.03;locked_oos_trade_event_count_15_below_20
54,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p015_trail2p0_hold18_3p0x_0p15_7594c168,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,2h,0.2124020200994441,0.1554512121603162,0.02299997299159684,False,False,False,locked_oos_trade_event_count_15_below_20,1.7189230013415486,0.13485650079802847,0.018147414539023687,0.018147414539023687,False,locked_oos_return_0.0230_below_preferred_0.03;locked_oos_trade_event_count_15_below_20
55,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p5_rel0p0_trail2p0_hold12_3p0x_0p15_29b7f1bb,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,2h,0.18251701418639543,0.16882725749035377,-0.019117962082755735,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-12.495_not_above_10.000,1.7182372204925074,0.1626473850103498,0.005315345443233532,0.005315345443233532,False,locked_oos_return_-0.0191_below_preferred_0.03;train_rpt_17.333_below_preferred_20bps;locked_oos_rpt_-12.495_below_preferred_20bps
56,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p5_rel0p0_trail3p0_hold12_3p0x_0p15_0e9afbf8,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,2h,0.1819673936023365,0.16882725749035377,-0.019117962082755735,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-12.495_not_above_10.000,1.7180284377445267,0.1626473850103498,0.005315345443233532,0.005315345443233532,False,locked_oos_return_-0.0191_below_preferred_0.03;train_rpt_17.281_below_preferred_20bps;locked_oos_rpt_-12.495_below_preferred_20bps
57,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p25_rel0p0_trail2p0_hold6_4p0x_0p125_2f7a06df,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,2h,0.16943831025319955,0.15359303365451504,-0.09822351280380837,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-56.128_not_above_10.000,1.6882863617884993,0.1318975166003471,0.019167386389652874,0.019167386389652874,False,locked_oos_return_-0.0982_below_preferred_0.03;train_rpt_15.265_below_preferred_20bps;locked_oos_rpt_-56.128_below_preferred_20bps
58,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p25_rel0p0_trail2p0_hold6_5p0x_0p1_d3b14ef1,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,2h,0.16943831025319955,0.15359303365451504,-0.09822351280380837,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-56.128_not_above_10.000,1.6882863617884993,0.1318975166003471,0.019167386389652874,0.019167386389652874,False,locked_oos_return_-0.0982_below_preferred_0.03;train_rpt_15.265_below_preferred_20bps;locked_oos_rpt_-56.128_below_preferred_20bps
59,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p25_rel0p0_trail2p0_hold18_4p0x_0p15_034b5475,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,2h,0.2120815429461691,0.16128013408784736,-0.1926201593670589,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-118.901_not_above_10.000,1.6835581528516574,0.09628671517520271,0.059285055645556195,0.059285055645556195,False,locked_oos_return_-0.1926_below_preferred_0.03;validation_mdd_0.1042_above_preferred_0.10;locked_oos_rpt_-118.901_below_preferred_20bps
60,a30fb_booster_squeeze_expansion_1h_solusdt_lb24_volz1p0_hold6_4p0x_0p15_f635bd32,no_promotion_shadow_or_reject,volatility_squeeze_range_expansion,SOLUSDT,1h,0.15736188485489455,0.18421942500577027,-0.09518901478721098,False,False,False,train_return_below_validation_return;train_validation_return_ratio_0.8542_below_1.00;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_8.801_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-36.056_not_above_10.000,1.6815465780512802,0.10253912822032563,0.07408380772597778,0.07408380772597778,False,locked_oos_return_-0.0952_below_preferred_0.03;train_rpt_8.801_below_preferred_20bps;locked_oos_rpt_-36.056_below_preferred_20bps
61,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p5_rel0p005_trail3p0_hold12_4p0x_0p125_4e063ac9,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,2h,0.25321043488511297,0.14966915403600245,-0.11540877981384423,False,False,False,locked_oos_trade_event_count_18_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-128.232_not_above_10.000,1.680692595105398,0.09981301933904985,0.045331464367383,0.045331464367383,False,locked_oos_return_-0.1154_below_preferred_0.03;locked_oos_trade_event_count_18_below_20;locked_oos_rpt_-128.232_below_preferred_20bps
62,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p5_rel0p005_trail3p0_hold12_5p0x_0p1_9fa28141,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,2h,0.25321043488511297,0.14966915403600245,-0.11540877981384423,False,False,False,locked_oos_trade_event_count_18_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-128.232_not_above_10.000,1.680692595105398,0.09981301933904985,0.045331464367383,0.045331464367383,False,locked_oos_return_-0.1154_below_preferred_0.03;locked_oos_trade_event_count_18_below_20;locked_oos_rpt_-128.232_below_preferred_20bps
63,a30fb_booster_rs_chandelier_1h_ethusdt_lb36_atr0p5_rel0p005_trail2p0_hold18_4p0x_0p15_13f1f258,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,1h,0.16854639276980898,0.15771385414608963,-0.0843231449081161,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-70.269_not_above_10.000,1.677055765753056,0.10567678794455171,0.047063542229437205,0.047063542229437205,False,locked_oos_return_-0.0843_below_preferred_0.03;train_rpt_12.769_below_preferred_20bps;locked_oos_rpt_-70.269_below_preferred_20bps
64,a30fb_booster_rs_chandelier_1h_solusdt_lb36_atr0p5_rel0p0_trail3p0_hold12_4p0x_0p125_a8cc7f61,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,1h,0.1483773448647896,0.23718016864890523,-0.09105026724277143,False,False,False,train_return_below_validation_return;train_validation_return_ratio_0.6256_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-62.793_not_above_10.000,1.6757773371117903,0.1018882862853232,0.12278185007273223,0.1018882862853232,False,locked_oos_return_-0.0911_below_preferred_0.03;train_rpt_12.263_below_preferred_20bps;locked_oos_rpt_-62.793_below_preferred_20bps
65,a30fb_booster_rs_chandelier_1h_solusdt_lb36_atr0p5_rel0p0_trail3p0_hold12_5p0x_0p1_c925e17d,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,1h,0.1483773448647896,0.23718016864890523,-0.09105026724277143,False,False,False,train_return_below_validation_return;train_validation_return_ratio_0.6256_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-62.793_not_above_10.000,1.6757773371117903,0.1018882862853232,0.12278185007273223,0.1018882862853232,False,locked_oos_return_-0.0911_below_preferred_0.03;train_rpt_12.263_below_preferred_20bps;locked_oos_rpt_-62.793_below_preferred_20bps
66,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p5_rel0p0_trail3p0_hold6_4p0x_0p15_18028558,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,2h,0.40105335923311713,0.14932108852129922,-0.07685434999907037,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-53.371_not_above_10.000,1.6592942295176494,0.15668863199159722,-0.006369513165882856,-0.006369513165882856,False,locked_oos_return_-0.0769_below_preferred_0.03;validation_min_half_return_-0.0064_below_0;locked_oos_rpt_-53.371_below_preferred_20bps
67,a30fb_booster_rs_chandelier_1h_ethusdt_lb36_atr0p25_rel0p0_trail2p0_hold18_4p0x_0p125_7b8755aa,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,1h,0.15163632469177935,0.16622633621898486,-0.14045709180730204,False,False,False,train_return_below_validation_return;train_validation_return_ratio_0.9122_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-87.786_not_above_10.000,1.651603095972847,0.06415567109847342,0.09591704286568348,0.06415567109847342,False,locked_oos_return_-0.1405_below_preferred_0.03;train_rpt_10.530_below_preferred_20bps;locked_oos_rpt_-87.786_below_preferred_20bps
68,a30fb_booster_rs_chandelier_1h_ethusdt_lb36_atr0p25_rel0p0_trail2p0_hold18_5p0x_0p1_0dc6de68,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,1h,0.15163632469177935,0.16622633621898486,-0.14045709180730204,False,False,False,train_return_below_validation_return;train_validation_return_ratio_0.9122_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-87.786_not_above_10.000,1.651603095972847,0.06415567109847342,0.09591704286568348,0.06415567109847342,False,locked_oos_return_-0.1405_below_preferred_0.03;train_rpt_10.530_below_preferred_20bps;locked_oos_rpt_-87.786_below_preferred_20bps
69,a30fb_booster_rs_chandelier_2h_ethusdt_lb36_atr0p5_rel0p005_trail2p0_hold6_4p0x_0p15_f9536860,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,2h,0.3308086017030778,0.1353385478305491,-0.07849390744247264,False,False,False,validation_trade_event_count_22_below_30;locked_oos_trade_event_count_16_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-81.764_not_above_10.000,1.645220156977528,0.12101207411745651,0.012779945946943316,0.012779945946943316,False,locked_oos_return_-0.0785_below_preferred_0.03;locked_oos_trade_event_count_16_below_20;locked_oos_rpt_-81.764_below_preferred_20bps
70,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p25_rel0p0_trail3p0_hold6_4p0x_0p15_5d460d5a,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,2h,0.1543427323908657,0.1730773287242915,-0.11772557469815847,False,False,False,train_return_below_validation_return;train_validation_return_ratio_0.8918_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-56.060_not_above_10.000,1.6320796301022682,0.1510386444671834,0.01914678048651397,0.01914678048651397,False,locked_oos_return_-0.1177_below_preferred_0.03;train_rpt_11.587_below_preferred_20bps;locked_oos_rpt_-56.060_below_preferred_20bps
71,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p25_rel0p0_trail3p0_hold18_4p0x_0p15_53e05cf4,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,2h,0.19447177737038124,0.15617868166288762,-0.18737519577488726,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-115.664_not_above_10.000,1.6248413339593413,0.09628671517520271,0.05463166310294265,0.05463166310294265,False,locked_oos_return_-0.1874_below_preferred_0.03;validation_mdd_0.1042_above_preferred_0.10;train_rpt_18.628_below_preferred_20bps;locked_oos_rpt_-115.664_below_preferred_20bps
72,a30fb_booster_rs_chandelier_30m_ethusdt_lb12_atr0p25_rel0p005_trail2p0_hold18_4p0x_0p15_c2884598,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,30m,0.44001191546772844,0.18124600271071056,-0.03452358169094982,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-9.281_not_above_10.000,1.6232648441056743,0.03537201367475884,0.14089041147462456,0.03537201367475884,False,locked_oos_return_-0.0345_below_preferred_0.03;train_rpt_10.753_below_preferred_20bps;locked_oos_rpt_-9.281_below_preferred_20bps
73,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p5_rel0p005_trail2p0_hold18_4p0x_0p125_5d3f25a9,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,2h,0.26456184900894164,0.13866983297558289,-0.1302012064953476,False,False,False,locked_oos_trade_event_count_18_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-144.668_not_above_10.000,1.6209613535084255,0.07988895262792339,0.05443233788494184,0.05443233788494184,False,locked_oos_return_-0.1302_below_preferred_0.03;locked_oos_trade_event_count_18_below_20;locked_oos_rpt_-144.668_below_preferred_20bps
74,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p5_rel0p005_trail2p0_hold18_5p0x_0p1_c468d49e,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,2h,0.26456184900894164,0.13866983297558289,-0.1302012064953476,False,False,False,locked_oos_trade_event_count_18_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-144.668_not_above_10.000,1.6209613535084255,0.07988895262792339,0.05443233788494184,0.05443233788494184,False,locked_oos_return_-0.1302_below_preferred_0.03;locked_oos_trade_event_count_18_below_20;locked_oos_rpt_-144.668_below_preferred_20bps
75,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p25_rel0p0_trail2p0_hold12_4p0x_0p15_b40d24c0,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,2h,0.16067093069640248,0.15900307595008933,-0.18020791200512565,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-103.568_not_above_10.000,1.6188883903551095,0.11935973460297755,0.035416086644543654,0.035416086644543654,False,locked_oos_return_-0.1802_below_preferred_0.03;train_rpt_13.389_below_preferred_20bps;locked_oos_rpt_-103.568_below_preferred_20bps
76,a30fb_booster_rs_chandelier_1h_solusdt_lb36_atr0p5_rel0p005_trail2p0_hold6_4p0x_0p125_58f03532,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,1h,0.1435067599842521,0.22975714953072401,-0.03910844403913194,False,False,False,train_return_below_validation_return;train_validation_return_ratio_0.6246_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-30.083_not_above_10.000,1.6159894245459605,0.09163703019544078,0.12652568162748645,0.09163703019544078,False,locked_oos_return_-0.0391_below_preferred_0.03;train_rpt_11.481_below_preferred_20bps;locked_oos_rpt_-30.083_below_preferred_20bps
77,a30fb_booster_rs_chandelier_1h_solusdt_lb36_atr0p5_rel0p005_trail2p0_hold6_5p0x_0p1_4f9147d2,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,1h,0.1435067599842521,0.22975714953072401,-0.03910844403913194,False,False,False,train_return_below_validation_return;train_validation_return_ratio_0.6246_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-30.083_not_above_10.000,1.6159894245459605,0.09163703019544078,0.12652568162748645,0.09163703019544078,False,locked_oos_return_-0.0391_below_preferred_0.03;train_rpt_11.481_below_preferred_20bps;locked_oos_rpt_-30.083_below_preferred_20bps
